predicate,label,results,hardness
"quantity+_numberMinted(_msgSender())<=MAX_MINTS_TEAM,""Exceeded max mints""","quantity+_numberMinted(_msgSender())<=MAX_MINTS_TEAM,""Exceeded max mints""",,5.43
zRe[sender]<=6&&zRe[recipient]<=6,zRe[sender]<=6&&zRe[recipient]<=6,,5.43
(_processed.buyer.total_purchased_today+_processed.verification.amount_dgx_ng)<=_processed.buyer.daily_dgx_limit,(_processed.buyer.total_purchased_today+_processed.verification.amount_dgx_ng)<=_processed.buyer.daily_dgx_limit,,5.42
"IERC20(stable).balanceOf(msg.sender)>=stablePrice[_nfoId],""stable balance too low""","IERC20(stable).balanceOf(msg.sender)>=stablePrice[_nfoId],""stable balance too low""",,5.42
"ILexAIR(LexAIRcontract).isRegistered(msg.sender),""!registered""","ILexAIR(LexAIRcontract).isRegistered(msg.sender),""!registered""",,5.42
"IRewards(poolSettings.crvRewards).getReward(),""!getRewardsCRV""","IRewards(poolSettings.crvRewards).getReward(),""!getRewardsCRV""",msg.sender==poolSettings.crvDepositor,5.42
UsersDays[addr]>0&&Users[addr]>0,UsersDays[addr]>0&&Users[addr]>0,,5.42
"_newWallets.length==_newShares.length&&_newWallets.length>0,""Sale: Must have at least 1 output wallet""","_newWallets.length==_newShares.length&&_newWallets.length>0,""Sale: Must have at least 1 output wallet""",,5.42
"adai.transfer(dst,amt),""D3MAavePool/transfer-failed""","adai.transfer(dst,amt),""D3MAavePool/transfer-failed""",,5.42
"amountNFTsperWIWallet[msg.sender]+_quantity<MAX_MINT_PER_WI_ACCOUNT+1,""You can only get a maximum of 5 on the Whitelist Winter Sale""","amountNFTsperWIWallet[msg.sender]+_quantity<MAX_MINT_PER_WI_ACCOUNT+1,""You can only get a maximum of 5 on the Whitelist Winter Sale""",,5.42
hint.length==0)||(hint.length==4,(hint.length==0)||(hint.length==4),,5.42
"maxSupply-reserveCounter>=totalSupply()+_quantity,""Sold out or Exceeds max tokens""","maxSupply-reserveCounter>=totalSupply()+_quantity,""Sold out or Exceeds max tokens""",,5.42
"msg.sender==pendingGovernor,'governable/only-pending-governor'","msg.sender==pendingGovernor,'governable/only-pending-governor'",,5.42
"sigR.length==sigS.length&&sigR.length==sigV.length,""Sig length mismatch""","sigR.length==sigS.length&&sigR.length==sigV.length,""Sig length mismatch""",,5.42
"stakingContracts[i].getStakingTokenAddress()==address(stakingToken),""staking token address differ from expected""","stakingContracts[i].getStakingTokenAddress()==address(stakingToken),""staking token address differ from expected""",,5.42
"token.totalSupply()+1<=maxTokens,""FixedPriceFixedSupplyMinter: Minting this many would exceed supply!""","token.totalSupply()+1<=maxTokens,""FixedPriceFixedSupplyMinter: Minting this many would exceed supply!""",,5.42
"tokenSupply.current()+_mintAmount<=presaleSupply,""FuDaoVerseDAN: Max Supply for Presale Mint Reached!""","tokenSupply.current()+_mintAmount<=presaleSupply,""FuDaoVerseDAN: Max Supply for Presale Mint Reached!""",,5.42
"tokensMinted+amount<=MAX_SUPPLY-reservedTokensLimit-claimLimit,""Tokens supply reached limit""","tokensMinted+amount<=MAX_SUPPLY-reservedTokensLimit-claimLimit,""Tokens supply reached limit""",,5.42
"totalSupply()+_amt<=MAX_TOTAL_TOKENS-total_reserved,""Not enough NFTs left to mint""","totalSupply()+_amt<=MAX_TOTAL_TOKENS-total_reserved,""Not enough NFTs left to mint""",,5.42
msg.sender==owner()||whitelist[msg.sender],msg.sender==owner()||whitelist[msg.sender],,5.419999999999999
"(lastRedeemed[msg.sender]+redemption_delay)<=block.number,""POOL::collectRedemption: Must wait for redemption_delay blocks before collecting redemption""","(lastRedeemed[msg.sender]+redemption_delay)<=block.number,""POOL::collectRedemption: Must wait for redemption_delay blocks before collecting redemption""",lastRedeemed[msg.sender]+redemption_delay<=block.number,5.41
"_getAux(_msgSender())+quantity<=_maxPerWallet,""Exceeded max per wallet""","_getAux(_msgSender())+quantity<=_maxPerWallet,""Exceeded max per wallet""",,5.41
"_poolBalToken0()>=balance0Before+uint256(deltaQty0),'lacking deltaQty0'","_poolBalToken0()>=balance0Before+uint256(deltaQty0),'lacking deltaQty0'",,5.41
"_poolBalToken1()>=balance1Before+uint256(deltaQty1),'lacking deltaQty1'","_poolBalToken1()>=balance1Before+uint256(deltaQty1),'lacking deltaQty1'",_poolBalToken1()>=balance1Before+uint256(deltaQty1),5.41
"balanceOf(address(this))>=swapAmount*_decimalFactor,""Not enough tokens""","balanceOf(address(this))>=swapAmount*_decimalFactor,""Not enough tokens""",swapAmount<=swapTokensMaxAmount,5.41
"balanceOf(address(to))+amount<=maxWalletAmount,""Over max wallet amount""","balanceOf(address(to))+amount<=maxWalletAmount,""Over max wallet amount""",,5.41
"msg.value>=cost*_mintAmount*discount/100,""Insufficient funds""","msg.value>=cost*_mintAmount*discount/100,""Insufficient funds""",,5.41
"tokenCount()+1<=totalSupply(),""YOU CAN'T MINT MORE THAN MAXIMUM SUPPLY""","tokenCount()+1<=totalSupply(),""YOU CAN'T MINT MORE THAN MAXIMUM SUPPLY""",,5.41
tokenExchange[address(token)]!=address(0),tokenExchange[address(token)]!=address(0),token!=address(0),5.41
"virtueToken.transferFrom(address(this),msg.sender,currentStake),""Reverting because call to virtueToken.transferFrom returned false""","virtueToken.transferFrom(address(this),msg.sender,currentStake),""Reverting because call to virtueToken.transferFrom returned false""",,5.41
H2[sender]<=1&&H2[recipient]<=1,H2[sender]<=1&&H2[recipient]<=1,,5.409999999999999
devMintCount.current()+_numToMint-1<TOTAL_DEV_MINTS,devMintCount.current()+_numToMint-1<TOTAL_DEV_MINTS,,5.409999999999999
f.startedAt!=0&&f.finishedAt==0,f.startedAt!=0&&f.finishedAt==0,,5.409999999999999
"hasRole(UPDATER,msg.sender),""invalid-curve-updater""","hasRole(UPDATER,msg.sender),""invalid-curve-updater""",,5.409999999999999
msg.sender==_sailthestars||admins[msg.sender]==true,msg.sender==_sailthestars||admins[msg.sender]==true,,5.409999999999999
trustees[msg.sender]||msg.sender==owner(),trustees[msg.sender]||msg.sender==owner(),,5.409999999999999
_beneficiary.length==_amount.length&&_beneficiary.length==_when.length,_beneficiary.length==_amount.length&&_beneficiary.length==_when.length,,5.4
"msg.sender==owner_||isApprovedForAll(owner_,msg.sender),""ERC721: approve caller is not token owner nor approved for all""","msg.sender==owner_||isApprovedForAll(owner_,msg.sender),""ERC721: approve caller is not token owner nor approved for all""",,5.4
"publicMinted+amount_<=MAX_SUPPLY-teamReserved-mulesquadReserved,""No public mint available""","publicMinted+amount_<=MAX_SUPPLY-teamReserved-mulesquadReserved,""No public mint available""",,5.4
"(supported_vendor[tokenAddress]!=address(0)),""Token is not supported.""","(supported_vendor[tokenAddress]!=address(0)),""Token is not supported.""",msg.value>=buyPrice,5.3999999999999995
"(tokenIds.length/2)*MINT_PUBLIC_PRICE==msg.value,""You have to pay the bail bond""","(tokenIds.length/2)*MINT_PUBLIC_PRICE==msg.value,""You have to pay the bail bond""",,5.3999999999999995
_productIds[i]>0&&_prices[i]>0,_productIds[i]>0&&_prices[i]>0,_productIds[i]>0,5.3999999999999995
"_token.transfer(owner(),_remainingValue),""transfer failed.!""","_token.transfer(owner(),_remainingValue),""transfer failed.!""",,5.3999999999999995
category[i]>=1&&category[i]<=3,category[i]>=1&&category[i]<=3,,5.3999999999999995
"chronologicallyFinalizedTradeEvent[to]+tradeCooldownTime<=block.timestamp,""Antibot: Transaction recipient is in anti-bot cooldown""","chronologicallyFinalizedTradeEvent[to]+tradeCooldownTime<=block.timestamp,""Antibot: Transaction recipient is in anti-bot cooldown""",,5.3999999999999995
msg.sender==a)||(msg.sender==b,(msg.sender==a)||(msg.sender==b),,5.3999999999999995
"msg.sender==pendingManager,'manageable/only-pending-manager'","msg.sender==pendingManager,'manageable/only-pending-manager'",,5.3999999999999995
payable(owner()).send(_amount),payable(owner()).send(_amount),,5.3999999999999995
payable(owner()).send(balance),payable(owner()).send(balance),,5.3999999999999995
"stakedTokens[msg.sender][_tokenType].add(_ids[i]),""STAKER: token already staked""","stakedTokens[msg.sender][_tokenType].add(_ids[i]),""STAKER: token already staked""",,5.3999999999999995
"token.allowance(msg.sender,address(this))>=price,""!approved""","token.allowance(msg.sender,address(this))>=price,""!approved""",,5.3999999999999995
"_numberMinted(_msgSender())+numTokens<=maxMintPerUser,""EXCEEDS_LIMIT""","_numberMinted(_msgSender())+numTokens<=maxMintPerUser,""EXCEEDS_LIMIT""",,5.390000000000001
"_quantity+_numberMinted(_msgSender())<=MAX_MINTS,""Exceeded the limit""","_quantity+_numberMinted(_msgSender())<=MAX_MINTS,""Exceeded the limit""",,5.390000000000001
"block.timestamp<auctionEndDateTime&&block.timestamp>=auctionStartDateTime,'Outside auction window.'","block.timestamp<auctionEndDateTime&&block.timestamp>=auctionStartDateTime,'Outside auction window.'",,5.390000000000001
"(balanceOf(msg.sender)+amount)<=WL_MAX_WALLET,""Limit is 4 tokens per wallet, this sale not allowed""","(balanceOf(msg.sender)+amount)<=WL_MAX_WALLET,""Limit is 4 tokens per wallet, this sale not allowed""",,5.39
"(balanceOf(recipient)+amount)<=maxTokenPerWallet,""Transfer amount exceeds the `maxTokenPerWallet`.""","(balanceOf(recipient)+amount)<=maxTokenPerWallet,""Transfer amount exceeds the `maxTokenPerWallet`.""",,5.39
"_isAllowed(operator)||!approved,'RestrictApprove: Can not approve locked token'","_isAllowed(operator)||!approved,'RestrictApprove: Can not approve locked token'",,5.39
"chronologicallyFinalizedTradeEvent[from]+tradeCooldownTime<=block.timestamp,""Antibot: Transaction sender is in anti-bot cooldown""","chronologicallyFinalizedTradeEvent[from]+tradeCooldownTime<=block.timestamp,""Antibot: Transaction sender is in anti-bot cooldown""",,5.39
"distributingAmounts[counter]+data.dAmount<=data.tAmount,""Estimate: total distribute more than 100%""","distributingAmounts[counter]+data.dAmount<=data.tAmount,""Estimate: total distribute more than 100%""",,5.39
distributors[msg.sender]==true||msg.sender==owner,distributors[msg.sender]==true||msg.sender==owner,,5.39
"funMinted.add(number).sub(1)<FUN_MINT_LIMIT,""all are gone!""","funMinted.add(number).sub(1)<FUN_MINT_LIMIT,""all are gone!""",funMinted.add(number)<=FUN_MINT_LIMIT,5.39
"isCenterSaleActive||!isInMiddle(innerTokenId),""MDTP: minting center not active""","isCenterSaleActive||!isInMiddle(innerTokenId),""MDTP: minting center not active""",!isTokenMigrated(innerTokenId),5.39
"isGovernor(msg.sender),'governable/only-governor'","isGovernor(msg.sender),'governable/only-governor'",isGovernor(msg.sender),5.39
"mmo.settlementAddressProposals(proposalWeek)!=address(0),'No settlement address proposed'","mmo.settlementAddressProposals(proposalWeek)!=address(0),'No settlement address proposed'",,5.39
"msg.sender==IStrategy(_strategy).management(),""!authorized""","msg.sender==IStrategy(_strategy).management(),""!authorized""",,5.39
"msg.sender==owner()||!_lock,""Transfer is locking""","msg.sender==owner()||!_lock,""Transfer is locking""",,5.39
msg.sender==owner||administrators[msg.sender]>0x0,msg.sender==owner||administrators[msg.sender]>0x0,,5.39
msg.sender==owner||true==saleContract[msg.sender],msg.sender==owner||true==saleContract[msg.sender],,5.39
"nftToken.currentMinted+_number<=nftToken.totalSupply+1,""Exceed the max supply!""","nftToken.currentMinted+_number<=nftToken.totalSupply+1,""Exceed the max supply!""",,5.39
"stakeDeposit.exists&&stakeDeposit.amount!=0,""[Withdraw] There is no stake deposit for this account""","stakeDeposit.exists&&stakeDeposit.amount!=0,""[Withdraw] There is no stake deposit for this account""",stakeDeposit.exists,5.39
"totalSupply()+reserveSupplyLeft+numTokens<=maxSupply,""Reached paid mint supply""","totalSupply()+reserveSupplyLeft+numTokens<=maxSupply,""Reached paid mint supply""",,5.39
"block.timestamp<a.allocationTime+CANCELATION_PERIOD||a.cancelation,'Allocation cannot be canceled'","block.timestamp<a.allocationTime+CANCELATION_PERIOD||a.cancelation,'Allocation cannot be canceled'",a.cancelation,5.380000000000001
"listingDetails.initialAmount==0&&listingDetails.startTime>block.timestamp,""Invalid listing config""","listingDetails.initialAmount==0&&listingDetails.startTime>block.timestamp,""Invalid listing config""",,5.380000000000001
"toshiCoin.balanceOf(msg.sender)>=pack.priceInToshiCoin.mul(amount),'Not enough toshiCoin for pack'","toshiCoin.balanceOf(msg.sender)>=pack.priceInToshiCoin.mul(amount),'Not enough toshiCoin for pack'",,5.380000000000001
"IERC20(NFOtoken).balanceOf(msg.sender)>=nfoPrice[_nfoId],""nfo balance too low""","IERC20(NFOtoken).balanceOf(msg.sender)>=nfoPrice[_nfoId],""nfo balance too low""",,5.38
"IHypervisor(pos).totalSupply()<=positions[pos].maxTotalSupply,""supply exceeds""","IHypervisor(pos).totalSupply()<=positions[pos].maxTotalSupply,""supply exceeds""",,5.38
"_mintAmount+balanceOf(_to)<=MAX_PRESALE_MINT_AMOUNT,""max pre-sale mint amount""","_mintAmount+balanceOf(_to)<=MAX_PRESALE_MINT_AMOUNT,""max pre-sale mint amount""",,5.38
_result[i]<30&&_result[i]>=0,_result[i]<30&&_result[i]>=0,,5.38
"hasRole(_roles[DEFAULT_ADMIN_ROLE].adminRole,_msgSender()),""AccessControl: sender must be an admin to grant""","hasRole(_roles[DEFAULT_ADMIN_ROLE].adminRole,_msgSender()),""AccessControl: sender must be an admin to grant""",,5.38
"incentives[_round][_gauge][_incentive].maxPerVote!=0,""!increaseOnly""","incentives[_round][_gauge][_incentive].maxPerVote!=0,""!increaseOnly""",_maxPerVote<maxMaxPerVote,5.38
"msg.value>=0.011ether||msg.value>=voucher.price,""Insufficient funds""","msg.value>=0.011ether||msg.value>=voucher.price,""Insufficient funds""",,5.38
"quantity+_numberMinted(_msgSender())<=MAX_MINTS,""Exceeded the limit""","quantity+_numberMinted(_msgSender())<=MAX_MINTS,""Exceeded the limit""",,5.38
"totalSupply()+_count<=supply-reserve,""Requested mint count exceeds the supply""","totalSupply()+_count<=supply-reserve,""Requested mint count exceeds the supply""",,5.38
"totalSupply()+quantity<=publicCollectionSize+founderCount,""reached max supply""","totalSupply()+quantity<=publicCollectionSize+founderCount,""reached max supply""",,5.38
"_allowListMinted[msg.sender]+numberTokensToMint<=_allowListTotalTokenAllowed(),""Too many tokens required to be minted""","_allowListMinted[msg.sender]+numberTokensToMint<=_allowListTotalTokenAllowed(),""Too many tokens required to be minted""",,5.379999999999999
"_keepers.add(_keeperAddress),""add-keeper-failed""","_keepers.add(_keeperAddress),""add-keeper-failed""",,5.379999999999999
block.timestamp>partyTime&&hodlers[msg.sender]>0,block.timestamp>partyTime&&hodlers[msg.sender]>0,now>=partyTime,5.379999999999999
"ERC20(order.tokenAddress).transfer(order.requester,order.availableTokens),""Token transfer failed""","ERC20(order.tokenAddress).transfer(order.requester,order.availableTokens),""Token transfer failed""",,5.37
"ExpiringContractInterface(longShortPair).expirationTimestamp()!=0,""Invalid LSP address""","ExpiringContractInterface(longShortPair).expirationTimestamp()!=0,""Invalid LSP address""",,5.37
"amount+spent[from]<(lockupAnnualSpend*2),""Spend too high""","amount+spent[from]<(lockupAnnualSpend*2),""Spend too high""",,5.37
"amount+spent[from]<(lockupAnnualSpend*3),""Spend too high""","amount+spent[from]<(lockupAnnualSpend*3),""Spend too high""",amount+spent[from]<(lockupAnnualSpend*3),5.37
"doTransferFrom(USDx,msg.sender,address(this),_amount),""swap: USDx transferFrom failed!""","doTransferFrom(USDx,msg.sender,address(this),_amount),""swap: USDx transferFrom failed!""",,5.37
"supply+_mintAmount+reservedNfts+claimSpotsAvailable<=maxSupply,""max NFT limit exceeded""","supply+_mintAmount+reservedNfts+claimSpotsAvailable<=maxSupply,""max NFT limit exceeded""",,5.37
"(_timestamp[_tokenId]+_stakingTime[_tokenId])<=block.timestamp,""NRN: staking period not complete""","(_timestamp[_tokenId]+_stakingTime[_tokenId])<=block.timestamp,""NRN: staking period not complete""",,5.369999999999999
"(block.timestamp-userInfos[msg.sender].unstakeStartTime)>=UNSTAKE_TIMEOFF,""invalid time: must be greater than 9 days""","(block.timestamp-userInfos[msg.sender].unstakeStartTime)>=UNSTAKE_TIMEOFF,""invalid time: must be greater than 9 days""",,5.369999999999999
"_nft.ownerOf(_tokenId)!=msg.sender,'cannot offer to self-owned NFT'","_nft.ownerOf(_tokenId)!=msg.sender,'cannot offer to self-owned NFT'",,5.369999999999999
"block.timestamp>=uint256(pendingMigrator.proposeTime).add(migratorSetterDelay),""StakingPools: migrator setter delay not passed""","block.timestamp>=uint256(pendingMigrator.proposeTime).add(migratorSetterDelay),""StakingPools: migrator setter delay not passed""",,5.369999999999999
